installation_s3ic_id,description,date,georisques_id,ocr_status,size
0065.03752,Rapport proposant un AP complémentaire (art 18 déc. 77),2008-11-19,P/2/c46d7a3feada42e58bd61f539a5b0b32,SUCCESS,488666.0
0065.03774,Poursuite et extension de l'exploitation,2001-06-29,P/9/ada54c49c8824f6ebcf5923e978148b9,SUCCESS,1233880.0
0065.03781,Nouveau document,2017-06-06,P/d/8acb34015cf8f43c015cf90b9cf4000d,SUCCESS,968459.0
0065.03800,AP complémentaire (Art. R. 512-31),2011-01-14,P/9/f4399f7690ef41ba946352d828f765c9,SUCCESS,2423073.0
0065.03858,Arrêté préfectoral concernant CEA DAM -  Site TGCC      daté du 19/08/2015,2015-08-19,P/f/a7e179ae0390431b8a6c3bb7aa66316f,SUCCESS,356523.0
0065.03858,AP d'autorisation,2010-12-23,P/a/f01bd82dd2894940b5bd7e9e88d46ffa,SUCCESS,1984146.0
0065.03928,Arrêté préfectoral concernant DIAPAR daté du 17/02/2014,2014-02-17,P/b/8acb340144549e65014454b7751a000b,SUCCESS,1769001.0
0065.03928,arrêté préfectoral de régularisation de l'extension d'installation classée,2006-09-08,P/4/8abff69ef97a45b49afd6558c0f07e44,SUCCESS,1576220.0
0065.03928,AP d'autorisation,2006-09-08,P/f/bfb9f746493447a994021ce23888c61f,SUCCESS,1576220.0
0065.03930,Arrêté préfectoral concernant SANOFI AVENTIS R&D daté du 09/02/2016,2016-02-09,P/0/ed5e3c267e1549749ac32808eaf9fa90,SUCCESS,5146481.0
0065.03930,Arrêté préfectoral concernant SANOFI AVENTIS R&D daté du 16/10/2014,2014-10-16,P/0/215c414e8e024b4f9971c3a8dd313b60,SUCCESS,360134.0
0065.03930,AP complémentaire (art 18 déc. 77),2008-02-19,P/1/33fef04ce94848609d5372a9bdfddbd1,SUCCESS,293493.0
0065.03930,AP d'autorisation,2007-04-25,P/5/250a0743545042e3ae5fb576aa2762d5,SUCCESS,2520457.0
0065.03963,Nouveau document,2018-07-26,P/e/8acb340164ffc9f5016500458b7a000e,SUCCESS,436497.0
0065.03963,Arrêté préfectoral concernant SPA (Ex SupermarchÃ© PiÃ¨ce Automobille) daté du 05/06/2013,2013-06-05,P/a/040e3e3d6d0c4f6ba66a84c60cc7b78a,SUCCESS,432914.0
0065.03963,AP complémentaire,2006-08-31,P/0/0499af0949874115898a45c7c532ae70,SUCCESS,263649.0
0065.03966,Nouveau document,2015-12-30,P/4/8acb34015506f0be015506f9db700004,SUCCESS,1791770.0
0065.03969,Arrêté préfectoral concernant GIRON 9/11 rue Decauville daté du 12/03/2015,2015-03-12,P/8/0f9b9c713db34510a818b16a9c8fdff8,SUCCESS,1176656.0
0065.03972,Arrêté préfectoral concernant ALTIS SEMICONDUCTOR daté du 16/11/2015,2015-11-16,P/a/ec005c049971444d849573ee72d532ea,SUCCESS,507423.0
0065.03972,Arrêté préfectoral concernant ALTIS SEMICONDUCTOR daté du 12/08/2014,2014-08-12,P/2/aea01c3ed7bc4ac6b921fb4fe470c352,SUCCESS,8276601.0
0065.03972,Arrêté préfectoral concernant ALTIS SEMICONDUCTOR daté du 30/12/2013,2013-12-30,P/5/c9e9f6be5653402fb748caf4a7ddc485,SUCCESS,337150.0
0065.03972,AP complémentaire (Art. R. 512-31),2009-11-06,P/f/18a2230c754f4fc68c6d9eae817adbbf,SUCCESS,415911.0
0065.03979,Nouveau document,2020-07-30,P/6/8acb34fd747706470174772065a20006,SUCCESS,18992156.0
0065.03979,"Arrêté préfectoral concernant MOULINS SOUFFLET (ex FSE MEUN, GDS MOUL) daté du 22/08/2013",2013-08-22,P/c/8acb3401467039a10146704c4202000c,SUCCESS,219540.0
0065.03979,"Arrêté préfectoral concernant MOULINS SOUFFLET (ex FSE MEUN, GDS MOUL) daté du 23/11/2011",2011-11-23,P/e/8acb340139013ba4013901b44300001e,SUCCESS,300291.0
0065.04001,Nouveau document,2018-04-23,P/f/8acb34016300ea220163014efdd9002f,SUCCESS,200414.0
0065.04001,AP complémentaire (art 18 déc. 77) prog,2007-08-01,P/7/1e014de2035b4971a7cd89bccffc3b57,SUCCESS,1682577.0
0065.04059,Nouveau document,2019-03-04,P/3/8acb34fd6971f92a0169723fa28f0013,SUCCESS,407302.0
0065.04059,Nouveau document,2018-10-19,P/b/8acb3583669b978401669b9fda6c000b,SUCCESS,228513.0
0065.04059,Arrêté préfectoral concernant SENIOR CALORSTAT SAS daté du 12/12/2014,2014-12-12,P/6/8acb34014a957eba014a95aaaebe0006,SUCCESS,242741.0
0065.04059,Arrêté préfectoral concernant SENIOR CALORSTAT SAS daté du 05/02/2013,2013-02-05,P/7/3506d944ce2e43d38cb1e8cb7972f087,SUCCESS,4891887.0
0065.04059,AP complémentaire (Art. R. 512-31),2010-05-31,P/2/cc19d3d7aca1406492f9b40448204122,SUCCESS,191335.0
0065.04143,Nouveau document,2019-04-19,P/7/8acb34fd6a7c8bd9016a7d15e1f90027,SUCCESS,3339720.0
0065.04202,Nouveau document,2021-01-18,P/b/8acb34fd773dcefc01773e0078d0001b,SUCCESS,1857964.0
0065.04202,Arrêté préfectoral concernant SNECMA  daté du 05/08/2014,2014-08-05,P/3/8acb340147b443f00147b46dd0f10013,SUCCESS,397745.0
0065.04202,Arrêté préfectoral concernant SNECMA  daté du 30/12/2013,2013-12-30,P/5/e3591a31a56a41db965ba15e51b898e5,SUCCESS,331697.0
0065.04202,AP complémentaire (Art. R. 512-31),2010-04-01,P/5/96239fe0b2b749798ef520e128c8eac5,SUCCESS,4575189.0
0065.04202,AP complémentaire (art 18 déc. 77),2008-02-18,P/4/42315881506b419394df341ac2b8f7c4,SUCCESS,2001743.0
0065.04202,Arrêté préfectoral prescrivant des mesures compensatoires,2006-10-10,P/9/f5f24e63beaf4fa692ce2f91eee45649,SUCCESS,148267.0
0065.04212,Nouveau document,2020-08-06,P/6/8acb34fd74016aef017401b177cc0006,SUCCESS,2734775.0
0065.04212,Arrêté préfectoral concernant GIE EVRY (ex DALKIA SOCCRAM) daté du 18/03/2014,2014-03-18,P/b/6b88e4a0fccd4fcea192e9603f19451b,SUCCESS,213275.0
0065.04212,AP complémentaire (Art. R. 512-31),2010-03-18,P/0/0f92ad3bf45341a4a0c9d83b9e954ad0,SUCCESS,1798215.0
0065.04238,Prescriptions additionnelles pour l'exploitation d'installation classée ,2006-04-06,P/f/75525d8cd23c466db35cef20d31cba0f,SUCCESS,1719570.0
0065.04240,Nouveau document,2018-03-05,P/d/8acb3401621a6c1201621abf744f000d,SUCCESS,265718.0
0065.04240,Nouveau document,2016-11-14,P/9/8acb340158959e6f015895af04230009,SUCCESS,364997.0
0065.04240,Arrêté préfectoral concernant BOLLIG & KEMPER France (exVERNIS SOUDEE) daté du 28/10/2014,2014-10-28,P/e/2232e2ac69ff45538d5bae13056aa28e,SUCCESS,2699912.0
0065.04240,AP complémentaire (Art. R. 512-31),2011-04-27,P/8/89829b9dae084ae7a644f304fbc6e458,SUCCESS,4349736.0
0065.04240,Imposition de prescriptions complémentaires,2006-03-30,P/d/9f0f1722a8b749a0b0ea3a59319a5f3d,SUCCESS,506173.0
0065.04275,Arrêté préfectoral concernant ECF daté du 11/09/2015,2015-09-11,P/2/8acb340150130ac50150134048670022,SUCCESS,634190.0
0065.04275,AP complémentaire (Art. R. 512-31),2009-09-10,P/1/922916e5e2104feb95e99a0ba6d2c8e1,SUCCESS,334782.0
0065.04275,AP complémentaire (Art. R. 512-31),2009-09-10,P/d/cd4824b8be894440ac94fa83fc80895d,SUCCESS,334782.0
0065.04280,Arrêté préfectoral concernant CIM INDUSTRIELLE MARITIME daté du 09/08/2013,2013-08-09,P/8/8acb340140bf94f60140bf9bb61e0008,SUCCESS,271701.0
0065.04280,Nouveau document,2011-12-14,P/c/8acb34015bcd5889015bcd5c8270000c,SUCCESS,161747.0
0065.04280,AP complémentaire (Art. R. 512-31),2011-03-03,P/e/a7d0f6d3b92144bdaa1f82d97637ab8e,SUCCESS,539124.0
0065.04280,AP complémentaire (Art. R. 512-31),2010-05-31,P/b/958068b1420c48b98dfc7a2656f147ab,SUCCESS,261657.0
0065.04280,AP complémentaire (art 18 déc. 77),2009-02-26,P/6/5f53b745f63943c48dc69fe499de6426,SUCCESS,183339.0
0065.04280,AP d'autorisation,2008-04-23,P/a/262caba163e14f4aa6a9b634b22f889a,SUCCESS,2099888.0
0065.04280,Prescriptions complémentaires (dépôt liquides inflammables) ,2004-03-30,P/2/a51cbc1f09e640b2a95fe132a14b3f42,SUCCESS,302998.0
0065.04288,Nouveau document,2018-01-25,P/5/8acb3401616b311701616b4150710005,SUCCESS,584541.0
0065.04288,Arrêté préfectoral concernant COFELY (ex ELYO) daté du 11/01/2013,2013-01-11,P/1/d16e7d2b63e7403bb59c0a7f42478da1,SUCCESS,149822.0
0065.04288,AP complémentaire (Art. R. 512-31),2011-10-21,P/6/8178e0cb95ec4f3986b2f89b7e3a9e16,SUCCESS,243945.0
0065.04292,Nouveau document,2020-12-23,P/5/8acb34fd76aea12e0176af0c400c00d5,SUCCESS,4941202.0
0065.04292,AP complémentaire (Art. R. 512-31),2009-03-24,P/5/db063caa2afb4f93bac4d5d3e5a9fec5,SUCCESS,194368.0
0065.04300,AP complémentaire (Art. R. 512-31),2011-10-25,P/2/7f75539acfbc4912b4ded0b71d236952,SUCCESS,1179578.0
0065.04300,AP complémentaire (art 18 déc. 77),2008-11-14,P/6/35fd296a40ef482f8696fea35960ff86,SUCCESS,1800038.0
0065.04389,AP complémentaire (art 18 déc. 77),2008-05-19,P/f/c9e99a7dd23040a094186228ad96cc8f,SUCCESS,1618863.0
0065.04394,Nouveau document,2020-11-17,P/7/8acb34fd7622ca2c017622cfc2bf0007,SUCCESS,1786088.0
0065.04394,Nouveau document,2018-05-30,P/7/8acb340163d513760163d515ae320007,SUCCESS,193793.0
0065.04394,Nouveau document,2018-05-30,P/e/8acb340163d513760163d5168df4000e,SUCCESS,193796.0
0065.04394,Arrêté préfectoral concernant GEODIS LOGISTICS EVL1 (Ex LOGIC LINE) daté du 18/12/2015,2015-12-18,P/7/8acb3401525f495b01525f4ddd800007,SUCCESS,1658198.0
0065.04394,Arrêté préfectoral concernant GEODIS LOGISTICS EVL1 (Ex LOGIC LINE) daté du 08/04/2013,2013-04-08,P/0/136e095f3ea6455c8b258a1642252530,SUCCESS,2555039.0
0065.04407,AP complémentaire (Art. R. 512-31),2010-12-31,P/e/819f3dd93478446f98140febbc078f1e,SUCCESS,2483490.0
0065.04409,Nouveau document,2021-04-12,P/e/8acb34fd78d52ebc0178d534c7c5000e,SUCCESS,1203796.0
0065.04409,AP complémentaire (Art. R. 512-31),2009-12-11,P/5/06608a523ca3496f9d57969771ba4a85,SUCCESS,1993738.0
0065.04451,AP complémentaire (Art. R. 512-31),2011-01-13,P/0/f40836f1359b4f1dbd759f7768c145e0,SUCCESS,2521655.0
0065.04451,AP complémentaire (Art. R. 512-31),2010-04-26,P/0/99fa3e4d33de4c24929b96375a602f20,SUCCESS,2165522.0
0065.04451,Arrêté préfectoral imposant des prescriptions techniques complémentaires,2005-10-03,P/b/ed98ec538fbd4195a6701c0b1afcdd4b,SUCCESS,998497.0
0065.04463,Nouveau document,2017-01-17,P/f/8acb340159ac06ff0159ac33b568028f,SUCCESS,1510071.0
0065.04463,APAUTO renouvellement et extension préimètre de la carrière (33ha46a08ca),2008-12-02,P/3/8efbb73dc3e740729852b25684bfd033,SUCCESS,866873.0
0065.04463,Changement d'exploitant,2006-08-07,P/1/1550b7e3c2b64c71ba7c9e64ecba1cb1,SUCCESS,194868.0
0065.04463,Changement d'exploitant,1997-11-17,P/7/07181595bd52474f9dd8f56323d3a547,SUCCESS,154786.0
0065.04463,Poursuite de l'exploitation,1996-10-18,P/d/3ad850ce6fc14cb98e820141dc83ff4d,SUCCESS,803576.0
0065.04473,AP complémentaire (art 18 déc. 77),2008-12-08,P/3/29ad7a3f64c94176a26ec14cdbf22d33,SUCCESS,171653.0
0065.04473,Extension de la carrière,2000-08-03,P/d/2ead34f926194acfbbf7446f12b088ed,SUCCESS,1363255.0
0065.04480,Nouveau document,2018-12-12,P/a/8acb34fd67cad9670167cb075905000a,SUCCESS,428526.0
0065.04504,AP complémentaire (Art. R. 512-31),2010-02-08,P/e/8d43915549ea497494b16c0ca2877e9e,SUCCESS,10433576.0
0065.04504,APC actualisation des prescriptions notamment TS et IPPC,2008-09-19,P/4/7652c71bd1e049d9a9a4d79ceff6dcf4,SUCCESS,2652274.0
0065.04510,Arrêté préfectoral concernant MEL MRF (ex PARIDU LETOURNEUR) daté du 07/11/2014,2014-11-07,P/c/f2aaa8a8fd97439d8febc319dae3ec1c,SUCCESS,389803.0
0065.04539,Nouveau document,2016-08-10,P/c/8acb3401567386d0015673956ddb000c,SUCCESS,260384.0
0065.04539,AP d'autorisation,2007-05-04,P/7/9fc26dee06f248d9af4acdc0b5906597,SUCCESS,2990324.0
0065.04550,Nouveau document,2017-06-12,P/c/8acb34015cbf74a3015cbfdc1d2e006c,SUCCESS,395813.0
0065.04550,Arrêté préfectoral concernant CARMOTEX daté du 02/06/2015,2015-06-02,P/4/e1ab8e1c6541410dac7a96624c0f7a94,SUCCESS,165284.0
0065.04550,Arrêté préfectoral concernant CARMOTEX daté du 26/07/2011,2011-07-26,P/9/17ac6ee14471408381e82c5d96ddd209,SUCCESS,1023423.0
0065.04556,Nouveau document,2019-03-19,P/3/8acb34fd69e222390169e2846ab50013,SUCCESS,4485064.0
0065.04556,Arrêté préfectoral concernant ENORIS (ex CURMA) daté du 26/01/2016,2016-01-26,P/8/9c886bd852174abebccff7c9d1c1d808,SUCCESS,3335727.0
0065.04556,Arrêté préfectoral concernant CURMA (UIOM et Charbon) daté du 24/11/2011,2011-11-24,P/7/8acb34ef34ae2bb90134ae4e681b0007,SUCCESS,644684.0
0065.04559,Arrêté préfectoral de prescriptions complémentaires,2006-03-08,P/7/f97498e9e2db48a4a17a56963cbf76f7,SUCCESS,221264.0
0065.04559,Arrêté préfectoral imposant des prescriptions techniques complémentaires,2005-02-07,P/3/f4df70db8530426698d70799ea0329a3,SUCCESS,1180451.0
0065.04564,Nouveau document,2018-02-05,P/7/8acb3401618a716e01618a81a93f0007,SUCCESS,1048460.0
0065.04564,Arrêté préfectoral concernant SANITRA SERVICES daté du 05/08/2014,2014-08-05,P/6/a80352c869ec43309a6c3aae937d4c16,SUCCESS,430951.0
0065.04564,Nouveau document,2014-08-05,P/8/8acb3401587282dc015872abf88f0008,SUCCESS,430953.0
0065.04564,AP d'autorisation,2007-03-08,P/2/72d665b890d34e1bbe6f20986fb24552,SUCCESS,1965077.0
0065.04564,Arrêté préfectoral concernant SANITRA SERVICES daté du 09/04/2001,2001-04-09,P/f/8acb3401454a763101454ad6b597001f,SUCCESS,665592.0
0065.04577,Nouveau document,2017-12-21,P/4/8acb340160d4d0e90160d571ebac0054,SUCCESS,4644740.0
0065.04577,AP complémentaire (Art. R. 512-31),2010-10-11,P/c/819555bdf5cd4906927276f04541f8ec,SUCCESS,308346.0
0065.04579,Nouveau document,2017-11-29,P/2/8acb3401602c049401602c59f50d0012,SUCCESS,2541314.0
0065.04579,APcomplémentaire,2015-12-18,P/5/8acb3401525e5c7c01525e80cd4b0005,ERROR,
0065.04579,AP complémentaire (Art. R. 512-31),2011-01-14,P/5/3195af4639ea43ecbabfd4073efd9ef5,SUCCESS,197665.0
0065.04594,Nouveau document,2017-01-13,P/4/8acb340159d4cc180159d4d4dc480004,SUCCESS,5434889.0
0065.04594,Nouveau document,2014-06-16,P/1/8acb34015a3cbd3b015a3cce10fc0021,SUCCESS,225976.0
0065.04594,Arrêté préfectoral concernant DARBONNE DAREGAL  daté du 21/05/2013,2013-05-21,P/5/8acb34013f136af5013f1474d0400095,SUCCESS,390943.0
0065.04594,AP complémentaire (Art. R. 512-31),2011-05-17,P/6/42b04a1c8a914a6eab79b3ba4a847506,SUCCESS,233885.0
0065.04594,AP complémentaire (Art. R. 512-31),2010-02-18,P/2/c167d65d1cf04185a1045ca84c245b02,SUCCESS,10254939.0
0065.04594,prescriptions visant à renforcer la sécurité des installations,2007-01-04,P/d/a35e63687936462092aa781009611c9d,SUCCESS,166598.0
0065.04597,APC_Modif-Cond-RemiseEnEtat_09012017,2017-01-11,P/9/8acb3401598d940901598d9b7c690019,SUCCESS,10930313.0
0065.04597,AP complémentaire (Art. R. 512-31),2009-07-22,P/d/f2812b8a584d4889bf69555076d26acd,SUCCESS,232289.0
0065.04597,Prescriptions complémentaires pour l'exploitation de la carrière,2006-08-25,P/7/7743ad6ca0154e2d8d044d4a1843f007,SUCCESS,195605.0
0065.04597,Prescriptions complémentaires pour le respect des nouvelles conditions de réaménagement,2005-06-21,P/a/aefcbb7ed6574c0b9d098a488838a3fa,SUCCESS,212811.0
0065.04600,Prolongation de l'exploitation,1999-07-06,P/5/027c124427614eb1a0e1c33e074634c5,SUCCESS,786460.0
0065.04630,Nouveau document,2020-11-06,P/5/8acb34fd75da7db40175da9bb4f10005,SUCCESS,758509.0
0065.04630,Arrêté préfectoral concernant ENERIA (ex BERGERAT MONNEYEUR) daté du 24/01/2014,2014-01-24,P/7/cc78a88f41f043078f9d7712c9b029c7,SUCCESS,1609139.0
0065.04644,AP d'autorisation,2008-07-15,P/5/24ffbbd1595e4d078bf2d44f9f8e8565,SUCCESS,1913560.0
0065.04644,Arrêté préfectoral complémentaire ,2006-01-19,P/0/2859988de0ec4d939f04b9f9ede9ce40,SUCCESS,362186.0
0065.04682,AP complémentaire (Art. R. 512-31),2010-06-18,P/a/64bddf78965e424988c19a87271048ca,SUCCESS,1593310.0
0065.04739,Nouveau document,2020-11-23,P/3/8acb34fd76187102017618a40b750013,SUCCESS,1432221.0
0065.04739,Nouveau document,2020-06-08,P/6/8acb34fd72e12a780172e1b0a7620066,SUCCESS,1006720.0
0065.04739,AP complémentaire (Art. R. 512-31),2011-01-14,P/c/03556a69f1e740809f7c804dab4eaf0c,SUCCESS,2520197.0
0065.04739,AP complémentaire (Art. R. 512-31),2011-01-14,P/c/4ca63b3b1c7c447e9d16e503225f79fc,SUCCESS,2520196.0
0065.04739,AP d'autorisation,2007-11-08,P/2/d4b98a831a0c436f91237a5ff4ac59c2,SUCCESS,1279987.0
0065.04781,AP d'autorisation,2007-07-06,P/e/33ec752fbc1145ffb35fca536d009a1e,SUCCESS,1520266.0
0065.04793,Nouveau document,2016-07-18,P/9/8acb340158682a5a015868cf12de0029,SUCCESS,374105.0
0065.04793,AP complémentaire (Art. R. 512-31),2011-01-14,P/0/18e15deba7304d2a96f38401a4a028c0,SUCCESS,4422797.0
0065.04803,Nouveau document,2021-05-26,P/4/8acb34fd79c195af0179c1a4edc20024,SUCCESS,1687765.0
0065.04803,Nouveau document,2020-08-20,P/4/8acb34fd7472e807017472eb1b4d0004,SUCCESS,18507915.0
0065.04803,Arrêté préfectoral concernant SMCA MANUTE CARBUR AVIATION daté du 18/11/2013,2013-11-18,P/8/8acb34014299cc23014299d6c86e0008,SUCCESS,304975.0
0065.04803,AP complémentaire (Art. R. 512-31),2011-03-03,P/1/ea6233f134d048d9b54c0f3fe4f5eee1,SUCCESS,136559.0
0065.04803,AP complémentaire (Art. R. 512-31),2009-04-16,P/e/1a7ec1df27b2497390ae163eadcafc6e,SUCCESS,204927.0
0065.04815,Nouveau document,2020-07-08,P/a/8acb34fd73567bdd017356ce22b7000a,SUCCESS,3251076.0
0065.04815,"Arrêté préfectoral concernant ADP BÃ¢t 359 Sec Ã©lec, 361Chauf, 379ANA daté du 06/11/2014",2014-11-06,P/0/59b107ff910643aca97bd74d3fcd1140,SUCCESS,464658.0
0065.04815,AP complémentaire (Art. R. 512-31),2009-12-18,P/e/6806fea779754cc7ac160d6d80f7f3ae,SUCCESS,1937913.0
0065.04858,Nouveau document,2020-05-07,P/f/8acb34fd721301bf017213b04d55005f,SUCCESS,233850.0
0065.04858,Nouveau document,2016-04-05,P/6/8acb34015413cc49015413da33a10006,SUCCESS,318742.0
0065.04858,Nouveau document,2011-12-14,P/1/8acb34015bcd5889015bcd5e7b030011,SUCCESS,161747.0
0065.04858,AP complémentaire (Art. R. 512-31),2011-03-18,P/e/ce90c7fc56d847cb9595e1ec63932dde,SUCCESS,697675.0
0065.04858,Prescriptions complémentaires pour révision de l'étude de dangers,2006-04-10,P/8/908f1fd969a846ada9df7dc5809ab508,SUCCESS,211199.0
0065.04858,Arrêté préfectoral imposant des prescriptions techniques complémentaires,2004-03-30,P/0/2529ee6fd9774215be862cc9adad9c60,SUCCESS,381855.0
0065.04864,AP d'autorisation,2007-06-22,P/1/bff6b12f0892467d8c0e2fe25866cff1,SUCCESS,1786855.0
0065.04880,Nouveau document,2018-02-27,P/8/8acb340161f581830161f5d213c40018,SUCCESS,537723.0
0065.04880,Arrêté préfectoral concernant SODEXTRA daté du 07/04/2015,2015-04-07,P/a/ee85b25690c7437394c784b3171dcb1a,SUCCESS,3228079.0
0065.04889,AP complémentaire (art 18 déc. 77) prog,2007-10-01,P/a/f145ed94c06c4436bf620adac8f243ea,SUCCESS,319677.0
0065.04895,Arrêté préfectoral concernant OM Group Ultra Pure chemi (Ex. ROCKWOOD) daté du 21/11/2012,2012-11-21,P/9/db6065b1e1304e92b3d38d16e49b5209,SUCCESS,698041.0
0065.04895,Arrêté préfectoral concernant OM Group Ultra Pure chemi (Ex. ROCKWOOD) daté du 03/12/2010,2010-12-03,P/2/8acb340139013ba4013901955c1a0012,SUCCESS,707342.0
0065.04908,Arrêté préfectoral concernant BEAULIEU PROPERTIES  daté du 18/11/2013,2013-11-18,P/c/8acb34014294c481014295121b42002c,SUCCESS,407967.0
0065.04925,Nouveau document,2019-10-21,P/6/8acb34fd6dfdc73f016dfdcdac640006,SUCCESS,611429.0
0065.04939,AP complémentaire (Art. R. 512-31),2011-01-14,P/d/603b6dd7e40c4e7f9ec15d639e07d0fd,SUCCESS,4453114.0
0065.04942,Arrêté préfectoral concernant LIDL daté du 03/06/2013,2013-06-03,P/5/8acb34013f5c8236013f5cdcb40e0035,SUCCESS,283527.0
0065.04964,Nouveau document,2020-06-24,P/e/8acb34fd73097350017309aaa811000e,SUCCESS,173277.0
0065.04964,Nouveau document,2019-11-07,P/7/8acb34fd6e82f2de016e82f9065b0007,SUCCESS,250354.0
0065.04964,Arrêté préfectoral concernant LABORD SAS (ex LABORD Raoul) daté du 22/07/2015,2015-07-22,P/d/82a36955e8bb40f4aa95edb68b724d2d,SUCCESS,2878948.0
0065.04964,AP complémentaire (Art. R. 512-31),2010-02-15,P/b/ec0c05bb5f1f42b684256c307e29f78b,SUCCESS,16205074.0
0065.05010,Nouveau document,2018-02-27,P/c/8acb340161f6724a0161f685c40e000c,SUCCESS,245297.0
0065.05010,Nouveau document,2017-05-22,P/1/8acb34015c593b9e015c59fac06a0021,SUCCESS,363243.0
0065.05010,Arrêté préfectoral concernant JOC AUTO (ex ENLEV EPAVES) daté du 10/04/2014,2014-04-10,P/2/7f69e475f5604a129d108a976fe3fe42,SUCCESS,722355.0
0065.05050,Nouveau document,2020-06-17,P/c/8acb34fd72c75f6a0172c79b7930000c,SUCCESS,427036.0
0065.05050,Arrêté préfectoral concernant TRANSGOURMET OPERATIONS  daté du 26/02/2014,2014-02-26,P/9/8acb340144e40c9f0144e42a3f4a0009,SUCCESS,561448.0
0065.05063,Nouveau document,2019-03-25,P/e/8acb34fd69b3f2960169b4329693002e,SUCCESS,439405.0
0065.05063,Arrêté préfectoral concernant VARENNES PIECES AUTOS (ex.DELAUNEY  & FI daté du 16/04/2013,2013-04-16,P/d/963952d0cf424065ab4ed7095244a38d,SUCCESS,426467.0
0065.05063,Agrément pour exploitation d'installations de dépollution de véhicules hors d'usage,2006-11-10,P/0/04b358882a904d41beb0f7edd3abc1e0,SUCCESS,270893.0
0065.05082,Nouveau document,2020-04-27,P/e/8acb34fd725b14dd01725b7ae133001e,SUCCESS,391781.0
0065.05082,Nouveau document,2018-09-04,P/3/8acb358365cdc33e0165cdda962b0023,SUCCESS,188577.0
0065.05082,Arrêté préfectoral concernant SEMARIV (PSE) daté du 12/03/2015,2015-03-12,P/d/cda0978b6a94424e90a4a9dce8dab26d,SUCCESS,325955.0
0065.05082,Arrêté préfectoral concernant PSE- SEMARIV daté du 16/04/2012,2012-04-16,P/c/b27b12b86dfc4c5997f33b190780c26c,SUCCESS,3973108.0
0065.05082,AP complémentaire (Art. R. 512-31),2011-08-31,P/e/ee6bed3b12ee464786461795b2fbc8ce,SUCCESS,552793.0
0065.05086,"Arrêté préfectoral concernant VERMILION REP (ex TOTAL,ex ELF) daté du 15/01/2016",2016-01-15,P/6/8acb340152cfbe620152cfc51c040006,SUCCESS,405656.0
0065.05086,AP complémentaire (art 18 déc. 77),2007-01-23,P/2/563cf568a6934b4d8b02ea46e58fe122,SUCCESS,233796.0
0065.05094,Arrêté complémentaire actualisant des prescriptions relatives aux conditions d'exploitation,2006-01-11,P/1/d6dab06fb7044385a5815d62fb4a71b1,SUCCESS,347196.0
0065.05094,AP complémentaire,2005-01-05,P/8/aea1cec168a5480dab34c00be4a3a5d8,SUCCESS,324041.0
0065.05098,Nouveau document,2018-03-19,P/5/8acb340162669f80016267958dce0065,SUCCESS,760908.0
0065.05098,Arrêté préfectoral concernant HERAKLES (ex SAFRAN SME -ex SME ex SNPE) daté du 30/06/2014,2014-06-30,P/6/8acb340147f2925b0147f2d45abb0036,SUCCESS,308781.0
0065.05098,Arrêté préfectoral concernant HERAKLES (ex SAFRAN SME -ex SME ex SNPE) daté du 20/06/2014,2014-06-20,P/b/8acb340147ab4e900147abf86161001b,SUCCESS,213031.0
0065.05098,Arrêté préfectoral concernant HERAKLES (ex SAFRAN SME -ex SME ex SNPE) daté du 27/03/2014,2014-03-27,P/a/8acb34014642ede40146436443d8006a,SUCCESS,1171373.0
0065.05098,Arrêté préfectoral concernant SAFRAN SME (ex SME ex SNPE) daté du 14/08/2012,2012-08-14,P/9/8acb340139435cfe0139437712ec0009,SUCCESS,1520707.0
0065.05098,Arrêté préfectoral concernant SAFRAN SME (ex SME ex SNPE) daté du 14/10/2011,2011-10-14,P/7/8acb340139013ba4013901a0116b0017,SUCCESS,1489467.0
0065.05098,AP complémentaire (Art. R. 512-31),2011-05-02,P/1/bdd8925dba2f4387ad995c0795231b21,SUCCESS,319498.0
0065.05098,AP complémentaire (art 18 déc. 77),2008-12-16,P/e/c24a17e0c2714374bb4b991c4db614fe,SUCCESS,276770.0
0065.05098,Arrêté préfectoral imposant des prescriptions techniques complémentaires,2005-08-10,P/a/652ccecb68194c5c8adda412a52a684a,SUCCESS,1450206.0
0065.05143,Arrêté préfectoral concernant INAPA ex PAPETERIE NAVARRE   daté du 11/07/2014,2014-07-11,P/1/5a2a75b5775c49b3b40eb82af7720cd1,SUCCESS,2153645.0
0065.05148,Nouveau document,2020-04-01,P/5/8acb34fd721875b90172187815260005,SUCCESS,277300.0
0065.05148,AP complémentaire (art 18 déc. 77),2008-04-08,P/f/e7c3043b5f714c33b9bc531858eade4f,SUCCESS,260821.0
0065.05160,Arrêté préfectoral imposant des prescriptions techniques complémentaires,2005-10-24,P/5/d52bc22539dd487381e9b9b669ed4935,SUCCESS,1155533.0
0065.05185,Nouveau document,2017-07-12,P/a/8acb34015d5a00f1015d5a0f558300ca,SUCCESS,225331.0
0065.05185,AP chang exploit,2016-04-05,P/7/8acb34015413b96b015413c935d50007,SUCCESS,1438550.0
0065.05185,Arrêté préfectoral concernant SIOM UIOM Villejust daté du 17/03/2015,2015-03-17,P/2/fd886eb8a4f947b2b8b642baf73ce132,SUCCESS,389631.0
