,installation_s3ic_id,description,date,url
545,0052.01996,APC PR/DRLP/2010/N° 509,2010-10-04,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/71d0f211efa347639849f3832c105cea.pdf
546,0052.01996,APAUTO N° 278,2010-05-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/353ca8315ccd4fa0b992e32eee42f002.pdf
547,0052.01996,APC 2005 n°175,2005-03-14,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/253ff80197724d168b682123ddab4947.pdf
548,0052.02111,Modification du plan d'épandage,2014-11-03,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/60153512319b42feb100571222c9c149.pdf
549,0052.02111,AP complémentaire (Art. R. 512-31),2010-06-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/5cdc6c125dd8458b91325d1aa8323454.pdf
550,0052.02111,AP complémentaire (art 18 déc. 77),2006-02-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/c36a6e00558a40b08289a57a77543e94.pdf
551,0052.02193,AP complémentaire (Art. R. 512-31),2011-01-17,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/3/73b229b7a7094cfb924cafbba3190243.pdf
552,0052.02193,AP complémentaire (art 18 déc. 77),2006-02-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/4bf7e42ad6ca454bb1592411368e3dcd.pdf
553,0052.02229,Arrêté préfectoral concernant TERRES DU SUD - NÃ©rac daté du 16/03/2012,2012-03-16,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/7d26a4ec4c6c4708afdbc19d22e02ba7.pdf
554,0052.02229,APCOMP 2004.226.11,2004-08-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/ef00a244411640e985167be57d0ff7f4.pdf
555,0052.02229,AP prescriptions additionnelles,1995-02-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/c605075e876e4490ac2250768bf4974a.pdf
556,0052.02229,AP autorisation,1994-02-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/84837977558c499883feabc49c6f7099.pdf
557,0052.02274,AP complémentaire (Art. R. 512-31),2010-06-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/2a4b2743ecfe432d810c2ff9ff473ffb.pdf
558,0052.02274,Autres arrêtés préfectoraux,2007-12-26,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/4401a1c6c8344819a92699edffea2a0b.pdf
559,0052.02283,AP complémentaire (Art. R. 512-31),2010-07-29,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/21d06bec7ab14ee29a6f8cf893408dc2.pdf
560,0052.02319,AP autorisation,1998-10-15,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/0fdd2a78f28847b7a6b2c2f560c57255.pdf
561,0052.02337,AP complémentaire (Art. R. 512-31),2010-10-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/8f521eb0ba8b4593bd5c06261d3010f9.pdf
562,0052.02337,AP complémentaire (Art. R. 512-31),2010-06-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/32cd2bc5f4844a2385fccedbe33ed019.pdf
563,0052.02337,AP d'autorisation 2007/31/1,2007-01-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/50b29bc0a4bd4f9789515449d8f86dcf.pdf
564,0052.02355,AP signé,2018-03-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b162ceb0540162cf0dc3910025.pdf
565,0052.02355,2355-27/03/2012,2012-03-27,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/8aa100b13676f12b01367783bbd5000b.pdf
566,0052.02355,Agrément broyeur,2006-02-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/d8414a4e2d0d43ddb6c46505946b3799.pdf
567,0052.02355,Autorisation rubrique 286,1997-05-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/6370063655e846768582ebfdce16a30b.pdf
568,0052.02526,Arrêté préfectoral concernant CARR & TRAV DE NAVARRE - Bustince daté du 08/10/2014,2014-10-08,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b148f8a6130148f8adff2a0005.pdf
569,0052.02526,AP AUTO N° 08/IC/15,2008-01-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/8077c6ad61a04580a0d1862eb5c673a8.pdf
570,0052.02526,APTEMP n° 07/IC/140,2007-04-27,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/2295ad62c5bc481c88c39fe66e63c2c4.pdf
571,0052.02535,Arrêté préfectoral concernant SINIAT (Ex.LAFARGE PLATRES - Usine) daté du 09/01/2013,2013-01-09,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/cd907ea12e77422e8c6d7420bec4ed02.pdf
572,0052.02535,APAUTO n°04/IC/285,2004-06-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/e19906a89f2645f2b6c9c110bf86b090.pdf
573,0052.02814,Arrêté préfectoral concernant CARR DE SARE - Sare  daté du 13/03/2014,2014-03-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b144d4904d0144d4923aec0005.pdf
574,0052.02832,AP ,1997-01-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/e689cef819fa4648b0aa4027b1d341ed.pdf
575,0052.02841,Arrêté préfectoral concernant SIGNATURE INDUSTRIE SAS  (ex Neuhaus) daté du 21/03/2014,2014-03-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/8aa100b14507b676014507d24cc3002d.pdf
576,0052.02841,APC N° 2848/2010/013,2010-10-27,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/7d9cd475b88b4426a0b28298ae17bf72.pdf
577,0052.02841,APC n° 07/IC/121,2007-04-23,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/7a75466f4ed14443937881609e20bcd6.pdf
578,0052.02841,AP n°04/IC/342,2004-08-03,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/77152c2a6f804ef4bb618ea99264303a.pdf
579,0052.02850,AP signé,2017-10-11,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b15f15aed7015f15b359fd0007.pdf
580,0052.02850,AP complémentaire  N°10/IC/018,2010-01-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/691a5aa9ec2d47e3a25afbea26a7600c.pdf
581,0052.02904,Arrêté préfectoral concernant LAFARGE GRANULATS FRANCE daté du 01/07/2015,2015-07-01,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/8aa100b14e9ab67e014e9be9998b005b.pdf
582,0052.02904,Arrêté préfectoral concernant LAFARGE GRANULATS SUD SAS daté du 26/03/2012,2012-03-26,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/4eccca57f1e040b190e998fff88186a6.pdf
583,0052.02904,AP d'autorisation notifié le 17 février 2011,2011-02-11,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/6b7c6dec65a04b0f9cbd79c3390c6769.pdf
584,0052.02904,AP d'autorisation,2006-05-16,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/d2ff4c04eafa4c32818cdbdc8bd24f2e.pdf
585,0052.02904,AP n°02/2168,2002-12-20,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/7fc9a56fb286454f9956ce0374447808.pdf
586,0052.02904,AP de renouvellement / extension,1999-02-10,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/ae2dcfb487d94080a2806c7690d27877.pdf
587,0052.02904,AP de renouvellement / extension,1988-01-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/9ad53c331d884917a1429cfb1d612f80.pdf
588,0052.02904,AP d'autorisation (hors régularisation adm.),1973-01-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/d30656fd211243fd8047597fd80964a7.pdf
589,0052.02913,Arrêté préfectoral concernant DOS SANTOS PEREIRA SARL daté du 01/07/2015,2015-07-01,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/8aa100b14e9ab67e014e9b86b55d003c.pdf
590,0052.02913,Arrêté préfectoral concernant PEREIRA Albertino daté du 13/12/2013,2013-12-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/96702227a2a9415e9fa7b5c5cb60e2b5.pdf
591,0052.02913,AP autorisation,2002-03-26,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/1d8cdc7559cc48c4bedf7f7ddcc1450f.pdf
592,0052.02913,AP d'autorisation,1991-02-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/79208e2b6f1c4f45b4d4e42a76b8d267.pdf
593,0052.03048,Arrêté préfectoral concernant CALCAIRES ET DIORITE DU PERIGORD SA daté du 16/12/2013,2013-12-16,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/3c99bf701eaa4827a78f8b42910023f0.pdf
594,0052.03048,AP de changement d'exploitant,2003-10-10,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/1ddb81e9f6f14d4f82017a04d122f932.pdf
595,0052.03048,AP de renouvellement / extension,1999-08-02,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/0db065aef7c2457d8b6fe907ee94c918.pdf
596,0052.03048,AP validant le calcul des garanties financières,1999-03-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8dd03bb2a3be40b0a16434c32fb706f5.pdf
597,0052.03048,AP de renouvellement / extension,1995-05-17,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/fed33d8c6b57484aad67a29c82c18508.pdf
598,0052.03048,AP d'autorisation (hors régularisation adm.),1989-02-15,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/f721882d273e49d9a59ac58b1545d09e.pdf
599,0052.03075,AP de changement d'exploitant n° 030562,2003-04-03,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/5838cf55b51c479a9f1167deee4566f4.pdf
600,0052.03075,AP garanties financières,1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/b2f37adfa9d14d1a8ed823827faf92b1.pdf
601,0052.03075,AP autorisation,1995-11-29,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/c3ab18fb5e0d4eb8a71ebe5547eb4ed2.pdf
602,0052.03075,AP autorisation,1990-12-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/a6fef966a6804d6493a92809fd0c9a96.pdf
603,0052.03075,AP d'autorisation,1989-12-05,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/7916b0cfd2ff41ed9c312389c437aaef.pdf
604,0052.03075,AP autorisation,1973-05-23,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/a80a8955c7d5482480deba81d11c8d02.pdf
605,0052.03129,Arrêté d'autorisation du 31/08/2017,2017-07-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/8aa100b15dc24342015dc275b6a30056.pdf
606,0052.03129,AP extension renouvellement,1997-06-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/ebb07aee3cde4d12945fca39ff93ce49.pdf
607,0052.03129,AP ouvertyure,1992-06-17,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/60537494d50a4977afd6b25bd72f455a.pdf
608,0052.03138,AP d'autorisation,2007-08-10,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/b05e894762ef485cabc847f8dcec518f.pdf
609,0052.03138,AP validant le calcul des garanties financières,1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/d6d6716f43f840e6b9400d861133c904.pdf
610,0052.03138,AP de renouvellement / extension,1989-02-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/48bf5c3e31e942be92c543c3bf7152df.pdf
611,0052.03138,AP d'autorisation (hors régularisation adm.),1977-01-26,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/3/dad518a48bf9462ba6fd0e1c79b8b1a3.pdf
612,0052.03147,APAUTO notifié le 15/10/09,2009-10-09,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/0c2ad19fb99b4e518bba46622079f311.pdf
613,0052.03147,AP de changement d'exploitant n° 030564,2003-04-03,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/61e8c2b9945443d7bb0e7b9e07992155.pdf
614,0052.03147,AP validant le calcul des garanties financières,1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/24547d56eabc43c4a15b9aada0f5872f.pdf
615,0052.03147,AP de renouvellement / extension,1995-11-15,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/3cbf0b7e92384451ba7b631d6cdae3ca.pdf
616,0052.03147,AP de renouvellement / extension,1979-01-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/54dcf6e917694f77b2f81a8fea46d4c9.pdf
617,0052.03147,AP d'autorisation (hors régularisation adm.),1974-07-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/3/cd0e8a9151104a24add96a95f1083413.pdf
618,0052.03228,APC BE-2018-10-05 du 10 oct 2018,2018-10-19,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b1668b5dc901668bbb36200017.pdf
619,0052.03228,AP d'autorisation                              ,2008-05-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/fcf51bee9f6e414eb4b016dac4b4efaa.pdf
620,0052.03228,AP Extension-Renouvellement,2001-02-28,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/fb5855cc20b44930addf16e5a37cd734.pdf
621,0052.03228,AP garanties,1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/0d315c9fe4134f4e899272826e3fa72f.pdf
622,0052.03228,AP autorisation,1986-10-03,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/c75bebc51a584594a7d2007c7d01ca4e.pdf
623,0052.03336,Changement d'exploitant,2007-02-07,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/e3953b729b1f4d20a299dcb4c1fccd10.pdf
624,0052.03336,AP d'autorisation (hors régularisation adm.),2004-11-04,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/56763aa3824141839ff5642f53f1b079.pdf
625,0052.03336,AP complémentaire (Art. R. 512-31),1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/73d64ceb6ab34300a3317f54861e23db.pdf
626,0052.03336,AP complémentaire (Art. R. 512-31),1997-07-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/c11a8f9f2810412183f097da6deea915.pdf
627,0052.03336,AP d'autorisation,1994-10-28,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/963506f09a6f4a0891255f0f33afa94f.pdf
628,0052.03336,AP d'autorisation,1984-09-07,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/cd841f1887b7471580a5dd5c6f58910e.pdf
629,0052.04029,APC N°14387 => modif du phasage + actual GF,2009-12-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/bdf8c329d34c4a0da9450f705e0d068f.pdf
630,0052.04029,Arrêté préfectoral concernant SAMIN - Marcheprime (Testemaure N & S) daté du 22/06/1998,1998-06-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/cdfd2f9ecd7c4c5a80f0675e7c5a8771.pdf
631,0052.04137,Nouveau document,2020-02-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/8aa100b1703e05a301703f11868b004c.pdf
632,0052.04137,Arrêté préfectoral concernant LAFAGE- Pontonx daté du 12/12/2014,2014-12-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/15664ca220e24310af83f792c8131fc1.pdf
633,0052.04137,Arrêté préfectoral concernant LAFAGE- Pontonx daté du 12/12/2014,2014-12-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/8aa100b14d23e36d014d23f5c7c50009.pdf
634,0052.04137,AP complémentaire (art 18 déc. 77),2007-11-20,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/caa2305f18df401db291e05fb6c2b97c.pdf
635,0052.04137,AP d'autorisation,2006-07-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/1095341a30ec47abbed2520cdde5be87.pdf
636,0052.04146,Arrêté préfectoral concernant PLACOPLATRE - Pouillon (carriÃ¨re) daté du 27/12/2011,2011-12-27,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/b96dbf7731f3461ba10b39e213a43df9.pdf
637,0052.04146,AP complémentaire (art 18 déc. 77),2008-07-01,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/3/7bf7494bebd5432783fe5b60ba9cbfe3.pdf
638,0052.04146,AP complémentaire (art 18 déc. 77),2007-07-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/a4b9b77b7ed84bd090997bed5542ca4e.pdf
639,0052.04353,APC 47-2019-06-18-003,2019-06-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/8aa100b16bdfdb97016be18734e60099.pdf
640,0052.04560,Arrêté préfectoral concernant CARR DE SARE - Ayherre  daté du 02/10/2012,2012-10-02,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/8aa100b13a45e3ff013a45f2f07d000a.pdf
641,0052.04560,AP n°05/IC/143,2005-04-01,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/7fac5d3bc84e4991898de1e32d1c87eb.pdf
642,0052.04605,AP mesures d'urgence,2019-12-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b16f181c2c016f18986c0c0005.pdf
643,0052.04605,APC 004,2019-03-29,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b169dd82cc0169dd9a5b310005.pdf
644,0052.04605,Arrêté préfectoral concernant CEMEX GRANULATS S.O -Carresse daté du 31/01/2013,2013-01-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/331eb916c2c0414d88f92dd63586cded.pdf
645,0052.04605,APC N°07/IC/347 ,2008-01-07,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/8efde2a822524bbdb04a7fa4ccd0cdb9.pdf
646,0052.04605,AP 05/IC/142 modifiant l'AP 99/IC/162,2005-03-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/cfc57af506894128b7754d1b209962ff.pdf
647,0052.04605,APC n°04/IC/475,2004-11-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/c956b60948714f64966483bee77671f4.pdf
648,0052.04641,APC 2018/008,2018-05-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/8aa100b164023e0a0164026e09e70010.pdf
649,0052.04641,APCOMP 05/IC/333,2005-07-19,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/e826ec4a18744daea4d86c3833c0c195.pdf
650,0052.04641,APAUTO n°03/IC/348 ,2003-06-19,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/71df4bf9b3474ba49b53000f6d348e2d.pdf
651,0052.04678,Arrêté préfectoral concernant CARRIERES DANIEL - Louvie daté du 25/03/2016,2016-03-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b153c23a670153c23f532f0007.pdf
652,0052.04678,Arrêté préfectoral concernant LAFARGE - Louvie (Ex LACROUTS) daté du 24/10/2014,2014-10-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/8aa100b14979f0dd014979fb46ff000a.pdf
653,0052.04678,Arrêté préfectoral concernant LAFARGE - Louvie (Ex LACROUTS) daté du 24/09/2013,2013-09-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/8aa100b1415ec42501415eda76980004.pdf
654,0052.04678,Arrêté préfectoral concernant LAFARGE - Louvie (Ex LACROUTS) daté du 12/08/2013,2013-08-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/8aa100b1418244ed01418262ce53001b.pdf
655,0052.04678,Autre concernant LAFARGE - Louvie (Ex LACROUTS) daté du 13/06/2012,2012-06-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/8aa100b138048db9013804ab7f450009.pdf
656,0052.04678,APC N° 4678/2011/009,2011-10-20,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/4f416df5e0fd4ae3a39aae1f0e85564f.pdf
657,0052.04803,AP autoexploitDSM27juil2017,2017-07-27,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b15deb8053015deba1a1f20007.pdf
658,0052.04803,AP n°02/2167,2002-12-20,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/8fb0834c330745f79428b2472f8fcb90.pdf
659,0052.04803,AP garanties,1999-03-30,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/7d0c6ebb4a104a0396bade406effbedb.pdf
660,0052.04803,Changement exploitant,1998-10-23,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/7da1a2c902744b5b88f632f142eac48c.pdf
661,0052.04803,Renouvellement,1994-02-07,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/69cebcd13e2d4fea829ab2178d959f36.pdf
662,0052.04803,AP extension,1990-11-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/dbe101d3de654d9ebdc1bc79721b97f8.pdf
663,0052.04803,AP extension,1986-05-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/861bc6d4be0946ba9c5fc02a28437ce4.pdf
664,0052.04803,AP extension,1978-09-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/d8f865b53fc94f2b89396a60dbffb69d.pdf
665,0052.04803,AP changement exploitant,1976-04-13,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/2/17b631d5ffdc4b9f8ded5472e3de44b2.pdf
666,0052.04803,AP autorisation,1973-08-09,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/e7f1193392f14f3b8dd411065f406c01.pdf
667,0052.04812,APC prolongeant la durée d'exploitation+modif conditions remise en état,2019-12-04,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/8aa100b16ef56cf3016ef578dc420004.pdf
668,0052.04812,"Arrêté préfectoral concernant SOSA - Blanquefort (Michelles, Liquard) daté du 14/09/2015",2015-09-14,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/8aa100b15047aab1015047c8fc30000f.pdf
669,0052.04821,Arrêté préfectoral concernant CMC (ex SACER) SARL - Limeyrat  daté du 18/12/2014,2014-12-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/82793d9360eb4c53af443b19ed87d9c9.pdf
670,0052.04821,AP complémentaire (Art. R. 512-31) notifié le 24/02/2011,2011-02-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/420196049b52403eb61060dd02847df6.pdf
671,0052.04821,AP garanties,1999-05-18,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/54b59ec4a3c3492893da1ae5941a526c.pdf
672,0052.04821,AP autorisation,1994-05-05,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/053f21a64f8b46ad8d729f6c485cf88e.pdf
673,0052.04867,Arrêté complémentaire du 06/11/2002 - LAOUET,2002-11-06,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/6/361c445b81fb40eb8caf70e5664a1476.pdf
674,0052.04911,AP complémentaire (art 18 déc. 77),2007-05-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/8/17fe6c0d484b4435960c59c0c0ec1fe8.pdf
675,0052.04920,Signature AP N° 2000-1917,2000-07-12,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/41cf832e52894f34984fbdc383174d8e.pdf
676,0052.05073,AP Autorisation,1999-08-02,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/0997fa09dfe549769cb85cbbaf94af7c.pdf
677,0052.05109,APC changement explt et réactualisation,2020-04-17,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/e/8aa100b174435ccc0174447cb4f3000e.pdf
678,0052.05109,Arrêté préfectoral concernant AKZONobel Pulp & PerformanceSIZE&KENORES daté du 17/12/2014,2014-12-17,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/9/905f5cb07ba54c478ee09a5f19fc91d9.pdf
679,0052.05109,APC fixant surveil des rejets substances dangereuses dans l'eau,2010-04-06,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/e1c322cceacc4968be174e41bceabae4.pdf
680,0052.05109,Nouvelles prescriptions sur les Tours Aérorégrigérantes,2006-10-20,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/f/77c441603d1c4a49b6cea9a49d24ef5f.pdf
681,0052.05109,Signature AP relatif à la réduction des prélèvements d'eau dans l'éocène,2003-01-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/12a41c9967be41fc91fd6974026bc977.pdf
682,0052.05109,AP COMP ,2001-05-21,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/6952c596ebba40eabe4fc9dc598debc7.pdf
683,0052.05109,"Signature arrêté autorisation unités ""SIZE"" et ""WT 2000""",2001-04-11,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/21727d6d11564b22807246601a12b6fd.pdf
684,0052.05154,Nouveau document,2018-07-26,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b164d56ffb0164d57978010007.pdf
685,0052.05154,Arrêté préfectoral concernant DECONS daté du 25/09/2012,2012-09-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/4/6216f6b4496d40f3ab5970c078439e64.pdf
686,0052.05154,Arrêté préfectoral concernant DECONS daté du 24/09/2012,2012-09-24,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/a/149bebe2ec4e48b288e8eb8a8cf93a2a.pdf
687,0052.05154,AP complémentaire,2009-04-10,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/d/6591dca0958f4734a38d5a77d55cdd9d.pdf
688,0052.05154,AP complémentaire,2006-06-09,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/0/a6254a55522c41b1b2cf5f388784b2e0.pdf
689,0052.05154,AP d'autorisation,2003-05-07,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/1/c32013dbfafc4259afd90782fc38db31.pdf
690,0052.05235,AP signé,2018-06-04,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/8aa100b163d3dd0c0163d42624590015.pdf
691,0052.05235,5235-25-05-2012,2012-05-25,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/8aa100b137eeeae10137ef534ae7000b.pdf
692,0052.05235,Agrément démolisseur VHU,2006-05-22,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/5/ba4492c08cf0410b9ec0950a1e80a925.pdf
693,0052.05352,AP signé,2006-01-31,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/b/8aa100b1609318110160933a340a000b.pdf
694,0052.05424,BOUYER LEROUX GIRONDE-DROPT Picauvet APC,2018-03-14,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/c/8aa100b16267a9e8016267e5931c008c.pdf
695,0052.05424,BOUYER LEROUX CHANG EXPLOIT rap,2018-03-08,http://documents.installationsclassees.developpement-durable.gouv.fr/commun/B/7/8aa100b16267a9e8016267dee6bb0087.pdf
