s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
0065.16102,2716,1,E,déchets non dangereux non inertes (transit),2014-03-13,,2014-03-13,En fonctionnement,2716,1,A,1280.000,m3
0065.03972,1151,6-c,D,"Hydrogène arsénié, hydrogène phosphoré",2014-08-11,,2018-10-01,En fonctionnement,1151,6-c,D,30.000,kg
0065.03972,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2014-08-11,,2018-10-01,En fonctionnement,1220,3,D,48.000,t
0065.16102,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-03-13,,2014-03-13,En fonctionnement,2515,1-b,E,360.000,kW
0065.16102,2517,,NC,Station de transit de produits minéraux autres,2014-03-13,,2014-03-13,En fonctionnement,2517,,NC,1560.000,
0074.04005,2930,1-a,E,Ateliers de réparation et entretien de véhicules à moteur,1977-11-28,1986-08-05,1977-11-28,En fonctionnement,2930,1-a,A,5766.000,m2
0065.16102,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2014-03-13,,2014-03-13,En fonctionnement,2714,2,D,900.000,m3
0074.04005,2563,2,D,"Supérieure à 500 l, mais inférieure ou égale à 7500 l",1977-11-28,2013-12-14,1977-11-28,En fonctionnement,2563,2,D,1490.000,l
0065.16102,2718,2,D,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2014-03-13,,2014-03-13,En fonctionnement,2718,2,D,0.900,t
0065.06707,2662,,NC,Stockage de polymères,1997-10-02,1997-10-02,,En fonctionnement,2662,#,NC,13.000,m3
0065.03972,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2014-08-11,,2018-10-01,En fonctionnement,1172,3,D,39.000,t
0065.04282,47xx,,NC,,,1992-01-09,,En fonctionnement,47xx,,NC,,
0065.02253,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-03-19,2014-03-19,,En fonctionnement,2515,1-b,E,340.000,kW
0065.02055,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2014-11-28,2014-11-28,2019-01-23,En fonctionnement,3642,2,A,1200.000,t/j
0065.09756,3550,,A,stockage temporaire de déchets,2014-05-14,,2014-05-14,En fonctionnement,3550,,A,576.000,t
0065.06220,1131,2-c,D,Toxiques (emploi ou stockage),1814-11-23,,,En fonctionnement,1131,2-c,D,0.000,t
0065.06436,2910,A-2,D,Combustion,2014-04-04,,,En fonctionnement,2910,A-2,D,10.000,MW
0065.06220,2561,,D,"Trempé recuit, revenu des métaux et alliages",1814-11-23,1997-12-08,1997-12-08,En fonctionnement,2561,#,D,0.000,
0074.03891,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",1814-11-23,1814-11-23,,En fonctionnement,2714,1,A,0.000,m3
0074.07537,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2008-06-11,2008-06-11,2016-10-27,En fonctionnement,2921,a,E,4600.000,kW
0065.03966,2910,,NC,Installation de combustion,2015-12-30,1984-02-03,2015-12-30,En fonctionnement,2910,#,NC,1.200,
0065.04240,1433,A-a,A,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),1996-06-18,1996-06-18,2014-03-04,En fonctionnement,1433,A-a,A,0.000,t
0065.04579,2561,,D,"Trempé recuit, revenu des métaux et alliages",2015-12-18,,,En fonctionnement,2561,,D,17.000,
0074.05892,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2006-09-28,2006-10-20,2006-09-28,En fonctionnement,2921,a,E,12072.000,kW
0065.06379,2662,b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(STOCKAGE DE)",1814-11-23,1997-10-30,,En fonctionnement,2662,1-b,D,0.000,m3
0065.05872,2780,1-a,A,Installations de traitement aérobie de déchets non dangereux,1814-11-23,1814-11-23,2004-01-27,En fonctionnement,2780,1-a,A,100.000,t/j
0065.15846,2345,2,D,NETTOYAGE A SEC DES TEXTILES OU VETEMENTS,2012-09-12,2012-09-12,,En fonctionnement,2345,2,D,15.000,kg
0065.15846,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2012-09-12,2012-09-12,,En fonctionnement,2925,#,D,59.000,kW
0065.15846,1510,2-b,E,Entrepot enregistré,2012-09-12,2012-09-12,,En fonctionnement,1510,2,E,92000.000,m3
0074.04287,2518,b,D,Installation de production de béton prêt à l'emploi,2012-11-07,,2012-11-07,En fonctionnement,2518,b,D,1.000,m3
0065.04282,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1992-01-09,1992-01-09,,En fonctionnement,89,2,D,150000.000,L
0065.08444,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2012-12-19,,,En fonctionnement,2714,1,A,1950.000,m3
0065.08444,2713,2,D,Métaux et déchets de métaux (transit),2012-12-19,,,En fonctionnement,2713,2,D,100.000,m2
0065.10493,2711,,NC,"Transit, regroupement ou tri de déchets d’équipements électriques et électroniques",2013-03-29,2013-03-29,2013-03-29,En fonctionnement,2711,,NC,30.000,
0065.10493,2710,1-b,D,collecte de déchets dangereux-DC,2013-03-29,2013-03-29,2013-03-29,En fonctionnement,2710,1-b,D,2.900,t
0065.04586,2711,,NC,"Transit, regroupement ou tri de déchets d’équipements électriques et électroniques",2013-04-03,2013-04-03,2013-04-03,En fonctionnement,2711,,NC,30.000,
0074.03812,2710,2-b,D,collecte de déchets non dangereux-DC,2013-03-25,2014-02-20,,En fonctionnement,2710,2-c,D,180.000,m3
0074.06293,1510,2-b,E,Entrepot enregistré,1814-11-23,2007-06-08,2007-06-08,En fonctionnement,1510,2,E,165000.000,m3
0577.00166,2170,2,D,Engrais et supports de culture (fabrication) à partir de matières organiques,2007-11-21,,,En fonctionnement,2170,2,D,3.300,t/j
0594.00021,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,2008-11-20,,,En fonctionnement,2920,2-b,D,250.000,kW
0065.08798,1412,#,NC,Gaz inflammables liquéfiés (stockage),2012-09-05,2010-06-08,2012-01-24,En fonctionnement,1412,#,NC,1.710,t
0074.03896,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1814-11-23,1814-11-23,,En fonctionnement,1434,1-b,D,0.000,m3/h
0065.03319,2716,1,E,déchets non dangereux non inertes (transit),2014-10-20,,2011-03-07,En fonctionnement,2716,1,A,1500.000,m3
0065.04282,1432,2-b,D,Liquides inflammables (stockage),1992-01-09,1992-01-09,,En fonctionnement,253,2,D,80.000,m3
0065.00595,1412,2-b,D,Gaz inflammables liquéfiés (stockage),1998-06-30,1998-06-30,,En fonctionnement,211,B-2-b,D,0.000,kg
0400.00312,2221,1,E,Supérieure à 4t/j,2018-07-31,,,En fonctionnement,2221,1,E,40.000,t/j
0065.07049,2560,,NC,Travail mécanique des métaux et alliages,2013-11-05,1998-11-10,2013-11-05,En fonctionnement,2560,#,NC,50.000,
0065.06284,2524,,D,"Taillage, sciage et polissage de minéraux naturels ou artificiels",1814-11-23,1991-07-25,,En fonctionnement,2524,#,D,0.000,kW
0065.04908,1412,#,NC,Gaz inflammables liquéfiés (stockage),2013-11-18,2013-11-18,,En fonctionnement,1412,#,NC,3.600,
0065.04908,2910,,NC,Installation de combustion,2013-11-18,2006-04-06,,En fonctionnement,2910,#,NC,1400.000,kW
0065.04908,1510,2-b,E,Entrepot enregistré,2013-11-18,2013-11-18,,En fonctionnement,1510,2,E,6350.000,m3
0065.04908,1511,,NC,Entrepôts frigorifiques,2013-11-18,2013-11-18,,En fonctionnement,1511,#,NC,4850.000,
0594.00108,2221,1,E,Supérieure à 4t/j,2018-12-03,2018-12-03,,En fonctionnement,2221,B-1,E,50.000,t/j
0065.00247,1432,2,NC,Liquides inflammables (stockage),2013-05-16,,,En fonctionnement,1432,2,NC,0.024,
0065.01321,1432,2,NC,Liquides inflammables (stockage),2013-04-03,,,En fonctionnement,1432,2,NC,1.750,
0065.04908,1432,2,NC,Liquides inflammables (stockage),2013-11-18,2013-11-18,,En fonctionnement,1432,2,NC,8.000,
0065.07402,1432,,NC,Liquides inflammables (stockage),2004-06-10,2004-06-10,,En fonctionnement,1432,#,NC,0.000,
0065.06876,1432,,NC,Liquides inflammables (stockage),1814-11-23,1969-08-19,,En fonctionnement,1432,#,NC,3.920,m3
0065.05872,1432,,NC,Liquides inflammables (stockage),1814-11-23,1814-11-23,1997-12-31,En fonctionnement,1432,#,NC,3.000,m3
0065.06379,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1814-11-23,1999-10-11,,En fonctionnement,1414,3,D,0.000,
0065.11420,1435,1,E,Stations-service,2005-04-05,2005-04-05,2012-02-06,En fonctionnement,1435,1,A,0.000,m3/h
0074.05538,2521,1,E,Centrale d'enrobage à chaud,2020-12-23,1814-11-23,2020-12-23,En fonctionnement,2521,1,A,3000.000,t/j
0074.05538,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2020-12-23,1814-11-23,2020-12-23,En fonctionnement,2517,2,D,70000.000,m3
0074.05538,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2020-12-23,1814-11-23,2020-12-23,En fonctionnement,2915,2,D,4000.000,L
0074.05538,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2020-12-23,2000-05-22,2020-12-23,En fonctionnement,2515,1,A,796.000,kW
0065.21108,47xx,,NC,,,2016-08-05,,En fonctionnement,47xx,,NC,,
0065.12993,1532,2,E,Bois  ou matériaux combustibles analogues (dépôt de),2012-06-13,,2012-06-13,En fonctionnement,1532,1,A,50000.000,m3
0065.03421,47xx,,NC,,,2002-04-04,2016-12-20,En fonctionnement,47xx,,NC,,
0065.03232,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2017-06-22,2001-05-28,2014-02-17,En fonctionnement,4510,1,A,155.000,t
0065.07376,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-11-08,2003-10-21,2016-11-08,En fonctionnement,4511,,NC,12.500,t
0065.01747,4120,1,NC,Toxicité aiguë catégorie 2,2016-02-18,,2016-02-18,En fonctionnement,4120,1,NC,4.900,t
0065.01747,4130,1,NC,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-02-18,,2016-02-18,En fonctionnement,4130,1,NC,4.900,t
0065.01747,4140,1,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2016-02-18,,2016-02-18,En fonctionnement,4140,1,NC,4.900,t
0065.01747,4130,2-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-02-18,,2016-02-18,En fonctionnement,4130,2-a,A,60.000,t
0065.01747,4440,2,D,"Solides comburants catégorie 1,2 ou 3",2016-02-18,,2016-02-18,En fonctionnement,4440,2,D,6.000,t
0065.01747,4441,1,A,"Liquides comburants catégorie 1,2 ou 3",2016-02-18,,2016-02-18,En fonctionnement,4441,1,A,52.000,t
0065.01747,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2016-02-18,,2016-02-18,En fonctionnement,4510,1,A,184.000,t
0065.01747,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-02-18,,2016-02-18,En fonctionnement,4511,,NC,35.000,t
0074.07217,4320,,NC,Aérosols extrêmement inflammables ou inflammables,2020-08-18,,2009-12-08,En fonctionnement,4320,,NC,1.930,t
0065.20891,47xx,,NC,,,,2017-11-29,En fonctionnement,47xx,,NC,,
0074.07217,2630,b,D,Supérieure ou égale à 1 t/j mais inférieure ou égale à 50 t/j,2020-08-18,,2015-03-17,En fonctionnement,2630,b,D,11.000,t/j
0074.07217,2910,A-2,D,Combustion,2020-08-18,,2009-12-08,En fonctionnement,2910,A-2,D,1.080,MW
0074.07217,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2020-08-18,,2009-12-08,En fonctionnement,1630,,NC,1.500,t
0074.07217,2663,2,NC,Stockage de pneumatiques,2020-08-18,,2009-12-08,En fonctionnement,2663,2,NC,165.000,m3
0065.08843,2516,2,D,Produits minéraux pulvérulents non ensachés (transit),2014-07-31,2005-09-05,2014-07-31,En fonctionnement,2516,2,D,13000.000,m3
0065.00180,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-03-16,2016-03-16,,En fonctionnement,4510,,NC,4.648,t
0065.00180,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2016-03-16,2016-03-16,,En fonctionnement,4331,,NC,0.763,t
0065.00180,47xx,,NC,,,2016-03-16,,En fonctionnement,47xx,,NC,,
0065.01747,1436,,NC,Liquides combustibles,2016-02-18,,2016-02-18,En fonctionnement,1436,,NC,99.000,t
0065.13362,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2019-04-23,2009-05-25,2019-04-23,En fonctionnement,2517,1,E,40000.000,m2
0065.07057,4320,,NC,Aérosols extrêmement inflammables ou inflammables,2017-05-04,,2017-05-04,En fonctionnement,4320,,NC,14.000,t
0065.02229,2515,2-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2017-08-28,,,En fonctionnement,2515,2-b,D,200.000,kW
0065.10432,47xx,,NC,,,2016-09-08,,En fonctionnement,47xx,,NC,,
0065.01156,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1814-11-23,1988-09-26,,En fonctionnement,89,1,A,1650.000,kW
0065.04324,47xx,,NC,,,2020-12-18,2021-12-24,En fonctionnement,47xx,,NC,,
0065.05160,2910,,NC,Installation de combustion,2011-09-12,2005-10-24,2012-09-13,En fonctionnement,2910,,NC,0.880,
0065.03421,2910,,NC,Installation de combustion,2016-12-20,2002-04-04,2016-12-20,En fonctionnement,2910,#,NC,1.250,MW
0065.06384,2910,,NC,Installation de combustion,1814-11-23,1814-11-23,,En fonctionnement,2910,#,NC,1.160,MW
0065.00180,2910,A-2,D,Combustion,2016-03-16,2016-03-16,,En fonctionnement,2910,A-2,D,8.745,MW
0065.00803,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2016-04-25,2007-09-05,2016-04-25,En fonctionnement,4331,,NC,26.000,m3
0593.00008,2221,1,E,Supérieure à 4t/j,2018-10-29,2018-10-29,,En fonctionnement,2221,1,E,5.000,t/j
0074.03761,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2012-04-06,,2012-04-06,En fonctionnement,2712,#,A,50.000,m2
0065.02328,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1965-02-16,,1965-02-16,En fonctionnement,211,B-2,D,24.000,
0074.03760,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2018-06-07,2002-11-14,2018-06-07,En fonctionnement,2921,a,E,3576.000,kW
0074.03760,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2018-06-07,2008-10-01,2018-06-07,En fonctionnement,1414,3,D,200.000,t
0074.03760,47xx,,NC,,,2008-10-01,2018-06-07,En fonctionnement,47xx,,NC,,
0065.03543,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-03-08,2014-03-03,2017-03-08,En fonctionnement,4130,2-b,D,7.500,t
0065.12204,1432,,NC,Liquides inflammables (stockage),2015-04-20,,2015-04-20,En fonctionnement,1432,,NC,3.200,m3
0065.05094,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2020-09-14,2020-09-14,2020-09-14,En fonctionnement,4331,2,E,399.000,t
0074.05194,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2020-12-24,2019-01-01,,En fonctionnement,2925,#,D,59.500,kW
0065.04001,2910,A-2,D,Combustion,2016-09-28,2014-05-16,2016-09-28,En fonctionnement,2910,A-2,D,19.740,MW
0065.12623,2910,A-2,D,Combustion,2011-07-28,2008-03-11,2011-07-28,En fonctionnement,2910,A-2,D,2.400,MW
0065.10405,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2017-09-21,,2017-09-21,En fonctionnement,2560,2,D,300.000,kW
0065.05094,4120,1-b,D,Toxicité aiguë catégorie 2,2020-09-14,2020-09-14,2020-09-14,En fonctionnement,4120,1-b,D,19.900,t
0065.07390,4310,2,D,Gaz inflammables catégorie 1 et 2,2019-06-07,2019-06-07,2019-06-07,En fonctionnement,4310,2,D,5.021,t
0065.11864,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-02-12,2015-10-27,2019-02-15,En fonctionnement,2925,#,D,500.000,kW
0065.22031,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-09-04,2019-11-13,2018-09-04,En fonctionnement,2925,#,D,180.000,kW
0065.09366,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-12-16,2016-01-22,2016-12-16,En fonctionnement,2925,#,D,100.000,kW
0074.06572,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2018-04-13,,,En fonctionnement,4510,1,A,179.340,t
0074.06572,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
0074.04508,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2019-05-14,2005-07-15,2019-05-14,En fonctionnement,2921,a,E,4800.000,kW
0074.04580,2910,A-2,D,Combustion,2011-08-26,,2011-08-26,En fonctionnement,2910,A-2,D,4.630,MW
0065.02856,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-07-20,,,En fonctionnement,4510,,NC,4.000,t
0074.06572,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
0065.06223,4110,2-a,A,Toxicité aiguë catégorie 1,1987-05-11,2015-06-01,,En fonctionnement,4110,2-a,A,420.000,kg
0074.06206,2910,A-2,D,Combustion,2007-02-14,2002-04-23,2013-03-01,En fonctionnement,2910,A-2,D,4.100,MW
0074.06792,2910,A-2,D,Combustion,1814-11-23,2004-12-14,,En fonctionnement,2910,A-2,D,7.560,MW
0065.06223,4120,2-b,D,Toxicité aiguë catégorie 2,1987-05-11,2015-06-01,,En fonctionnement,4120,2-b,D,7.410,t
0065.01430,2450,A-a,A,Imprimeries ou reproduction graphique utilisant une forme imprimante,2011-04-22,2011-04-22,2011-04-22,En fonctionnement,2450,1,A,0.000,
0065.06223,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,1987-05-11,2015-06-01,,En fonctionnement,4130,2-b,D,4.560,t
0065.12623,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2011-07-28,2008-03-11,2011-07-28,En fonctionnement,2925,#,D,300.000,kW
0065.24522,47xx,,NC,,,,1969-03-07,En fonctionnement,47xx,,NC,,
0065.02851,2660,a,A,Supérieure à 10 t/j,2018-03-07,2011-01-21,2018-03-07,En fonctionnement,2660,1,A,30.500,t/j
0074.02240,2517,,NC,Station de transit de produits minéraux autres,2021-03-01,2021-03-01,,En fonctionnement,2517,,NC,558.000,m2
0065.02827,2415,1,A,Mise en oeuvre de produits de préservation du bois et dérivés,1987-08-14,,1987-08-14,En fonctionnement,81,1,A,9000.000,L
0065.01167,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2018-10-19,2015-06-01,2017-06-09,En fonctionnement,4321,,NC,0.200,t
0065.10432,4442,1,A,Gaz comburants catégorie 1,2016-09-08,2016-09-08,,En fonctionnement,4442,1,A,56.200,t
0074.09111,2713,2,D,Métaux et déchets de métaux (transit),2019-08-13,2011-07-06,2019-08-13,En fonctionnement,2713,2,D,150.000,m2
0074.09111,2517,,NC,Station de transit de produits minéraux autres,2019-08-13,,2019-08-13,En fonctionnement,2517,,NC,512.000,
0074.09111,1432,,NC,Liquides inflammables (stockage),2019-08-13,1814-11-23,2019-08-13,En fonctionnement,1432,#,NC,1.400,m3
0074.02278,3110,,A,Combustion,2016-05-31,2007-07-13,2016-10-24,En fonctionnement,3110,,A,794.000,MW
0065.07792,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2019-02-12,2004-03-04,2019-02-12,En fonctionnement,4320,2,D,82.600,t
0065.12042,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2015-12-21,2015-12-21,2015-12-21,En fonctionnement,4320,2,D,60.000,t
0065.12042,4440,2,D,"Solides comburants catégorie 1,2 ou 3",2015-12-21,2015-12-21,2015-12-21,En fonctionnement,4440,2,D,9.000,t
0065.07792,4441,,NC,"Liquides comburants catégorie 1, 2 ou 3.",2019-02-12,2019-02-12,2019-02-12,En fonctionnement,4441,,NC,1.200,t
0065.00242,2565,3,D,Traitement de surface en phase gazeuse,2017-11-29,2017-11-29,2017-11-29,En fonctionnement,2565,3,D,0.000,
0065.01872,2565,2-a,E,Traitement de surface,2010-07-27,2010-07-27,,En fonctionnement,2565,2-a,A,20000.000,L
0065.01872,2940,3-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2010-07-27,2010-07-27,,En fonctionnement,2940,3-b,D,120.000,kg/j
0065.01872,2575,,D,Emploi de matières abrasives,2010-07-27,2010-07-27,,En fonctionnement,2575,,D,13.000,kW
0065.01167,4441,2,D,"Liquides comburants catégorie 1,2 ou 3",2018-10-19,2009-06-04,2017-06-09,En fonctionnement,4441,2,D,37.200,t
0065.02284,47xx,,NC,,,2019-11-29,2019-11-29,En fonctionnement,47xx,,NC,,
0065.02906,1434,2,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2016-03-25,1987-05-13,2016-03-25,En fonctionnement,1434,2,A,50.000,m3/h
0074.02278,1434,2,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2016-05-31,,2007-07-13,En fonctionnement,1434,2,A,300.000,
0065.08110,4331,3,D,Liquides inflammables de catégorie 2 ou catégorie 3,2017-09-07,2002-07-17,2017-09-07,En fonctionnement,4331,3,D,95.000,t
0065.06568,1435,Nota,NC,Stations-service,2018-05-31,2018-05-31,,En fonctionnement,1435,Nota,NC,500.000,
0065.18814,47xx,,NC,,,2016-02-09,2016-02-09,En fonctionnement,47xx,,NC,,
0065.18814,47xx,,NC,,,2016-02-09,2016-02-09,En fonctionnement,47xx,,NC,,
0065.18814,2516,,NC,Station de transit de produits minéraux pulvérulents,2016-02-09,2016-02-09,2016-02-09,En fonctionnement,2516,,NC,50.000,m3
0065.12623,1532,1,A,Bois ou analogues (dépôt de) dégageant poussières inflammables,2011-07-28,,2011-07-28,En fonctionnement,1532,1,A,48751.000,m3
0065.12623,2663,1-a,A,"Pneumatiques,produits avec polymères>50%(stockage)",2011-07-28,2011-07-28,2011-07-28,En fonctionnement,2663,1-a,E,48751.000,m3
0065.08390,4120,2-a,A,Toxicité aiguë catégorie 2,2017-06-21,,2017-06-21,En fonctionnement,4120,2-a,A,98.000,t
0065.06893,47xx,,NC,,,2001-03-05,,En fonctionnement,47xx,,NC,,
0065.08390,4130,2-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-06-21,,2017-06-21,En fonctionnement,4130,2-a,A,98.000,t
0065.04858,2910,A,NC,Combustion,2019-03-19,2016-04-05,2019-03-19,En fonctionnement,2910,A,NC,154.000,MW
0065.08675,2516,,NC,Station de transit de produits minéraux pulvérulents,2005-08-04,2005-08-04,2005-08-04,En fonctionnement,2516,#,NC,860.000,m3
0065.03496,2910,A-2,D,Combustion,2017-05-19,,2016-01-04,En fonctionnement,2910,A-2,D,6.000,MW
0065.04858,1435,,NC,Stations service,2019-03-19,2016-04-05,2019-03-19,En fonctionnement,1435,,NC,499.000,m3
0065.04858,47xx,,NC,,,2019-03-19,2019-03-19,En fonctionnement,47xx,,NC,,
0065.12042,2910,A-2,D,Combustion,2015-12-21,2009-12-17,2015-12-21,En fonctionnement,2910,A-2,D,2.400,MW
0065.20644,2561,,D,"Trempé recuit, revenu des métaux et alliages",2018-09-03,2018-01-08,2018-09-03,En fonctionnement,2561,,D,0.000,
0065.20644,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2018-09-03,2018-01-08,2018-09-03,En fonctionnement,2560,2,D,244.000,kW
0065.19342,2517,,NC,Station de transit de produits minéraux autres,2015-12-18,,,En fonctionnement,2517,,NC,1784.000,m2
0065.20644,4441,2,D,"Liquides comburants catégorie 1,2 ou 3",2018-09-03,2018-01-08,2018-09-03,En fonctionnement,4441,2,D,2.300,t
0065.13109,4510,,NC,Dangereux pour l’environnement aquatique 1,2019-03-06,2019-03-06,,En fonctionnement,4510,,NC,1.000,t
0065.22031,47xx,,NC,,,2019-11-13,2018-09-04,En fonctionnement,47xx,,NC,,
0593.00008,2220,2-b,D,"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j",2018-10-29,2018-10-29,,En fonctionnement,2220,2-b,D,7.000,t/j
0065.07340,2220,,NC,Préparation de produits alimentaires d'origine végétale,2003-03-18,2003-03-18,,En fonctionnement,2220,#,NC,1.800,t/j
0065.01167,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2018-10-19,2009-06-04,2017-06-09,En fonctionnement,4331,,NC,3.000,t
0065.04447,2560,,NC,Travail mécanique des métaux et alliages,2017-05-16,2017-05-16,2017-05-16,En fonctionnement,2560,,NC,8.400,kW
0065.01167,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2018-10-19,2014-09-25,2017-06-09,En fonctionnement,2921,a,E,96600.000,kW
0065.08555,2220,2-b,D,"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j",2001-07-03,2001-07-03,,En fonctionnement,2220,2,D,1.500,t/j
0074.03236,2220,2-b,D,"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j",2016-06-15,1814-11-23,2016-06-15,En fonctionnement,2220,B-2-b,D,3.500,t/j
0065.04447,1185,2,NC,,2017-05-16,2017-05-16,2017-05-16,En fonctionnement,4802,2,NC,7.200,kg
0065.11913,2910,A-2,D,Combustion,2007-03-08,2007-03-08,,En fonctionnement,2910,A-2,D,2.700,MW
0065.20877,2220,2-a,E,Supérieure à 10 t/j ,2017-02-08,2017-07-20,,En fonctionnement,2220,B-2-a,E,46.000,t/j
0074.05194,2910,A,NC,Combustion,2020-12-24,1998-10-30,,En fonctionnement,2910,A,NC,1.140,MW
0065.03224,2910,A-2,D,Combustion,2000-05-26,2000-05-26,,En fonctionnement,2910,A-2,D,13.500,MW
0065.07156,2910,A-2,D,Combustion,2017-06-15,2001-02-20,2017-06-15,En fonctionnement,2910,A-2,D,3.400,MW
0065.06111,2561,,D,"Trempé recuit, revenu des métaux et alliages",2016-12-07,2010-03-17,2014-12-05,En fonctionnement,2561,,D,0.000,
0065.06111,2562,,NC,Chauffage et traitement industriels par bains de sels fondus,2016-12-07,2010-03-17,2014-12-05,En fonctionnement,2562,,NC,100.000,L
0577.00021,2101,2-b,E,"Bovins (élevage, vente, transit,  etc)",1992-06-16,2016-12-05,1992-06-16,En fonctionnement,2101,2-b,E,280.000,u
0074.03912,47xx,,NC,,,2016-04-15,2016-04-15,En fonctionnement,47xx,,NC,,
0065.00242,2565,2-a,E,Traitement de surface,2017-11-29,2011-04-04,2017-11-29,En fonctionnement,2565,2-a,A,1850.000,L
0065.06111,4110,2-b,D,Toxicité aiguë catégorie 1,2016-12-07,,,En fonctionnement,4110,2-b,D,200.000,kg
0065.17242,2175,,D,Dépôts d'engrais liquides,2016-06-20,2016-06-20,,En fonctionnement,2175,,D,90.000,m3
0065.17242,4130,,NC,Toxicité aiguë catégorie 3 / inhalation.,2016-06-20,2016-06-20,,En fonctionnement,4130,,NC,0.800,t
0065.03979,2910,A-2,D,Combustion,2000-11-10,2000-11-10,,En fonctionnement,2910,A-2,D,2.880,MW
